索引   文件名   耗时  数据最优解   实验最优解 
1752   1183_Instance_20_2_3_0,2_0,6_10_Rep3.txt   3.36   274   1124 
1752   1183_Instance_20_2_3_0,2_0,6_10_Rep3.txt   3.36   274   1124 
1752   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   6940 
1757   1188_Instance_20_2_3_0,2_0,6_20_Rep3.txt   3.26   124   659 
1757   1188_Instance_20_2_3_0,2_0,6_20_Rep3.txt   3.26   124   659 
1757   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.78   6503   6562 
1759   118_Instance_10_2_3_0,2_1_20_Rep3.txt   1.01   13   10 
1759   118_Instance_10_2_3_0,2_1_20_Rep3.txt   1.01   13   10 
1759   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   7402 
1763   1193_Instance_20_2_3_0,2_1_10_Rep3.txt   2.98   548   1182 
1763   1193_Instance_20_2_3_0,2_1_10_Rep3.txt   2.98   548   1182 
1763   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   6392 
1768   1198_Instance_20_2_3_0,2_1_20_Rep3.txt   2.66   120   39 
1768   1198_Instance_20_2_3_0,2_1_20_Rep3.txt   2.66   120   39 
1768   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   6878 
1775   1203_Instance_20_2_3_0,4_0,2_10_Rep3.txt   2.88   1588   3721 
1775   1203_Instance_20_2_3_0,4_0,2_10_Rep3.txt   2.88   1588   3721 
1775   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   6763 
1780   1208_Instance_20_2_3_0,4_0,2_20_Rep3.txt   2.89   2269   3288 
1780   1208_Instance_20_2_3_0,4_0,2_20_Rep3.txt   2.89   2269   3288 
1780   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.73   6503   7584 
1786   1213_Instance_20_2_3_0,4_0,6_10_Rep3.txt   2.9   1877   2630 
1786   1213_Instance_20_2_3_0,4_0,6_10_Rep3.txt   2.9   1877   2630 
1786   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   6617 
1791   1218_Instance_20_2_3_0,4_0,6_20_Rep3.txt   3.02   905   2237 
1791   1218_Instance_20_2_3_0,4_0,6_20_Rep3.txt   3.02   905   2237 
1791   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   6421 
1797   1223_Instance_20_2_3_0,4_1_10_Rep3.txt   2.84   3632   3711 
1797   1223_Instance_20_2_3_0,4_1_10_Rep3.txt   2.84   3632   3711 
1797   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.72   6503   7289 
1802   1228_Instance_20_2_3_0,4_1_20_Rep3.txt   2.78   1660   1544 
1802   1228_Instance_20_2_3_0,4_1_20_Rep3.txt   2.78   1660   1544 
1802   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.72   6503   7114 
1808   1233_Instance_20_2_3_0,6_0,2_10_Rep3.txt   2.8   5003   6300 
1808   1233_Instance_20_2_3_0,6_0,2_10_Rep3.txt   2.8   5003   6300 
1808   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.72   6503   6679 
1813   1238_Instance_20_2_3_0,6_0,2_20_Rep3.txt   2.85   4733   5770 
1813   1238_Instance_20_2_3_0,6_0,2_20_Rep3.txt   2.85   4733   5770 
1813   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   7208 
1815   123_Instance_10_2_3_0,4_0,2_10_Rep3.txt   0.82   1567   1682 
1815   123_Instance_10_2_3_0,4_0,2_10_Rep3.txt   0.82   1567   1682 
1815   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   7461 
1819   1243_Instance_20_2_3_0,6_0,6_10_Rep3.txt   2.74   3386   4216 
1819   1243_Instance_20_2_3_0,6_0,6_10_Rep3.txt   2.74   3386   4216 
1819   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.73   6503   7071 
1824   1248_Instance_20_2_3_0,6_0,6_20_Rep3.txt   2.79   2674   3192 
1824   1248_Instance_20_2_3_0,6_0,6_20_Rep3.txt   2.79   2674   3192 
1824   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   6746 
1830   1253_Instance_20_2_3_0,6_1_10_Rep3.txt   2.85   3680   3684 
1830   1253_Instance_20_2_3_0,6_1_10_Rep3.txt   2.85   3680   3684 
1830   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.73   6503   5869 
1835   1258_Instance_20_2_3_0,6_1_20_Rep3.txt   2.81   5752   7900 
1835   1258_Instance_20_2_3_0,6_1_20_Rep3.txt   2.81   5752   7900 
1835   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   7125 
1840   128_Instance_10_2_3_0,4_0,2_20_Rep3.txt   0.82   1515   1679 
1840   128_Instance_10_2_3_0,4_0,2_20_Rep3.txt   0.82   1515   1679 
1840   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.77   6503   6602 
1846   133_Instance_10_2_3_0,4_0,6_10_Rep3.txt   0.8   2067   2261 
1846   133_Instance_10_2_3_0,4_0,6_10_Rep3.txt   0.8   2067   2261 
1846   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   7591 
1851   138_Instance_10_2_3_0,4_0,6_20_Rep3.txt   0.81   1068   939 
1851   138_Instance_10_2_3_0,4_0,6_20_Rep3.txt   0.81   1068   939 
1851   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   6798 
1853   13_Instance_10_2_2_0,2_0,6_10_Rep3.txt   0.65   372   381 
1853   13_Instance_10_2_2_0,2_0,6_10_Rep3.txt   0.65   372   381 
1853   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   7554 
1857   143_Instance_10_2_3_0,4_1_10_Rep3.txt   0.82   1683   1510 
1857   143_Instance_10_2_3_0,4_1_10_Rep3.txt   0.82   1683   1510 
1857   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   7864 
1862   148_Instance_10_2_3_0,4_1_20_Rep3.txt   0.82   1178   1097 
1862   148_Instance_10_2_3_0,4_1_20_Rep3.txt   0.82   1178   1097 
1862   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.73   6503   7198 
1868   153_Instance_10_2_3_0,6_0,2_10_Rep3.txt   0.78   2831   2439 
1868   153_Instance_10_2_3_0,6_0,2_10_Rep3.txt   0.78   2831   2439 
1868   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   6585 
1873   158_Instance_10_2_3_0,6_0,2_20_Rep3.txt   0.79   2434   2228 
1873   158_Instance_10_2_3_0,6_0,2_20_Rep3.txt   0.79   2434   2228 
1873   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   6720 
1879   163_Instance_10_2_3_0,6_0,6_10_Rep3.txt   0.79   3342   3226 
1879   163_Instance_10_2_3_0,6_0,6_10_Rep3.txt   0.79   3342   3226 
1879   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.73   6503   6857 
1884   168_Instance_10_2_3_0,6_0,6_20_Rep3.txt   0.81   3410   3781 
1884   168_Instance_10_2_3_0,6_0,6_20_Rep3.txt   0.81   3410   3781 
1884   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   6991 
1890   173_Instance_10_2_3_0,6_1_10_Rep3.txt   0.8   3135   2822 
1890   173_Instance_10_2_3_0,6_1_10_Rep3.txt   0.8   3135   2822 
1890   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   7796 
1895   178_Instance_10_2_3_0,6_1_20_Rep3.txt   0.82   1026   970 
1895   178_Instance_10_2_3_0,6_1_20_Rep3.txt   0.82   1026   970 
1895   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.77   6503   7807 
1898   18_Instance_10_2_2_0,2_0,6_20_Rep3.txt   0.69   231   527 
1898   18_Instance_10_2_2_0,2_0,6_20_Rep3.txt   0.69   231   527 
1898   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   7219 
1903   23_Instance_10_2_2_0,2_1_10_Rep3.txt   0.63   196   76 
1903   23_Instance_10_2_2_0,2_1_10_Rep3.txt   0.63   196   76 
1903   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   6984 
1908   28_Instance_10_2_2_0,2_1_20_Rep3.txt   0.62   801   268 
1908   28_Instance_10_2_2_0,2_1_20_Rep3.txt   0.62   801   268 
1908   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   7293 
1913   33_Instance_10_2_2_0,4_0,2_10_Rep3.txt   0.61   1383   985 
1913   33_Instance_10_2_2_0,4_0,2_10_Rep3.txt   0.61   1383   985 
1913   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.73   6503   6348 
1918   38_Instance_10_2_2_0,4_0,2_20_Rep3.txt   0.63   1277   1009 
1918   38_Instance_10_2_2_0,4_0,2_20_Rep3.txt   0.63   1277   1009 
1918   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   7947 
1923   43_Instance_10_2_2_0,4_0,6_10_Rep3.txt   0.58   2787   1563 
1923   43_Instance_10_2_2_0,4_0,6_10_Rep3.txt   0.58   2787   1563 
1923   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   7085 
1928   48_Instance_10_2_2_0,4_0,6_20_Rep3.txt   0.62   514   563 
1928   48_Instance_10_2_2_0,4_0,6_20_Rep3.txt   0.62   514   563 
1928   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   6479 
1933   53_Instance_10_2_2_0,4_1_10_Rep3.txt   0.6   554   451 
1933   53_Instance_10_2_2_0,4_1_10_Rep3.txt   0.6   554   451 
1933   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.77   6503   6472 
1937   543_Instance_15_2_2_0,2_0,2_10_Rep3.txt   1.38   1530   3015 
1937   543_Instance_15_2_2_0,2_0,2_10_Rep3.txt   1.38   1530   3015 
1937   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   7344 
1942   548_Instance_15_2_2_0,2_0,2_20_Rep3.txt   1.34   815   1601 
1942   548_Instance_15_2_2_0,2_0,2_20_Rep3.txt   1.34   815   1601 
1942   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   6661 
1948   553_Instance_15_2_2_0,2_0,6_10_Rep3.txt   1.47   895   1612 
1948   553_Instance_15_2_2_0,2_0,6_10_Rep3.txt   1.47   895   1612 
1948   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   7350 
1953   558_Instance_15_2_2_0,2_0,6_20_Rep3.txt   1.35   0   68 
1953   558_Instance_15_2_2_0,2_0,6_20_Rep3.txt   1.35   0   68 
1953   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.72   6503   7072 
1959   563_Instance_15_2_2_0,2_1_10_Rep3.txt   1.31   458   771 
1959   563_Instance_15_2_2_0,2_1_10_Rep3.txt   1.31   458   771 
1959   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.89   6503   7687 
1970   573_Instance_15_2_2_0,4_0,2_10_Rep3.txt   1.26   3756   4402 
1970   573_Instance_15_2_2_0,4_0,2_10_Rep3.txt   1.26   3756   4402 
1970   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.78   6503   7179 
1975   578_Instance_15_2_2_0,4_0,2_20_Rep3.txt   1.28   1525   2639 
1975   578_Instance_15_2_2_0,4_0,2_20_Rep3.txt   1.28   1525   2639 
1975   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.79   6503   7227 
1981   583_Instance_15_2_2_0,4_0,6_10_Rep3.txt   1.4   797   947 
1981   583_Instance_15_2_2_0,4_0,6_10_Rep3.txt   1.4   797   947 
1981   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.74   6503   7038 
1986   588_Instance_15_2_2_0,4_0,6_20_Rep3.txt   1.31   755   518 
1986   588_Instance_15_2_2_0,4_0,6_20_Rep3.txt   1.31   755   518 
1986   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.72   6503   6415 
1988   58_Instance_10_2_2_0,4_1_20_Rep3.txt   0.59   1699   775 
1988   58_Instance_10_2_2_0,4_1_20_Rep3.txt   0.59   1699   775 
1988   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.83   6503   6783 
1992   593_Instance_15_2_2_0,4_1_10_Rep3.txt   1.75   501   336 
1992   593_Instance_15_2_2_0,4_1_10_Rep3.txt   1.75   501   336 
1992   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.76   6503   7037 
1997   598_Instance_15_2_2_0,4_1_20_Rep3.txt   1.23   1503   1808 
1997   598_Instance_15_2_2_0,4_1_20_Rep3.txt   1.23   1503   1808 
1997   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.73   6503   5913 
2003   603_Instance_15_2_2_0,6_0,2_10_Rep3.txt   1.21   4403   6093 
2003   603_Instance_15_2_2_0,6_0,2_10_Rep3.txt   1.21   4403   6093 
2003   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.47   6503   5750 
2008   608_Instance_15_2_2_0,6_0,2_20_Rep3.txt   1.22   3279   3799 
2008   608_Instance_15_2_2_0,6_0,2_20_Rep3.txt   1.22   3279   3799 
2008   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6192 
2014   613_Instance_15_2_2_0,6_0,6_10_Rep3.txt   1.32   2963   2353 
2014   613_Instance_15_2_2_0,6_0,6_10_Rep3.txt   1.32   2963   2353 
2014   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5839 
2019   618_Instance_15_2_2_0,6_0,6_20_Rep3.txt   1.29   3977   3291 
2019   618_Instance_15_2_2_0,6_0,6_20_Rep3.txt   1.29   3977   3291 
2019   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   6136 
2025   623_Instance_15_2_2_0,6_1_10_Rep3.txt   1.26   2055   1419 
2025   623_Instance_15_2_2_0,6_1_10_Rep3.txt   1.26   2055   1419 
2025   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   6208 
2030   628_Instance_15_2_2_0,6_1_20_Rep3.txt   1.19   3640   2476 
2030   628_Instance_15_2_2_0,6_1_20_Rep3.txt   1.19   3640   2476 
2030   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   5940 
2036   633_Instance_15_2_3_0,2_0,2_10_Rep3.txt   1.53   560   681 
2036   633_Instance_15_2_3_0,2_0,2_10_Rep3.txt   1.53   560   681 
2036   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5928 
2041   638_Instance_15_2_3_0,2_0,2_20_Rep3.txt   1.57   1043   1203 
2041   638_Instance_15_2_3_0,2_0,2_20_Rep3.txt   1.57   1043   1203 
2041   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.19   6503   6418 
2043   63_Instance_10_2_2_0,6_0,2_10_Rep3.txt   0.62   3245   2442 
2043   63_Instance_10_2_2_0,6_0,2_10_Rep3.txt   0.62   3245   2442 
2043   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5612 
2047   643_Instance_15_2_3_0,2_0,6_10_Rep3.txt   1.55   811   926 
2047   643_Instance_15_2_3_0,2_0,6_10_Rep3.txt   1.55   811   926 
2047   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5876 
2052   648_Instance_15_2_3_0,2_0,6_20_Rep3.txt   1.66   84   193 
2052   648_Instance_15_2_3_0,2_0,6_20_Rep3.txt   1.66   84   193 
2052   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   6275 
2058   653_Instance_15_2_3_0,2_1_10_Rep3.txt   1.87   45   41 
2058   653_Instance_15_2_3_0,2_1_10_Rep3.txt   1.87   45   41 
2058   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   6389 
2063   658_Instance_15_2_3_0,2_1_20_Rep3.txt   1.35   382   242 
2063   658_Instance_15_2_3_0,2_1_20_Rep3.txt   1.35   382   242 
2063   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6158 
2069   663_Instance_15_2_3_0,4_0,2_10_Rep3.txt   1.39   1591   1460 
2069   663_Instance_15_2_3_0,4_0,2_10_Rep3.txt   1.39   1591   1460 
2069   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   6098 
2074   668_Instance_15_2_3_0,4_0,2_20_Rep3.txt   1.4   2267   2188 
2074   668_Instance_15_2_3_0,4_0,2_20_Rep3.txt   1.4   2267   2188 
2074   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5801 
2080   673_Instance_15_2_3_0,4_0,6_10_Rep3.txt   1.31   1674   1198 
2080   673_Instance_15_2_3_0,4_0,6_10_Rep3.txt   1.31   1674   1198 
2080   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5303 
2085   678_Instance_15_2_3_0,4_0,6_20_Rep3.txt   1.3   1027   1102 
2085   678_Instance_15_2_3_0,4_0,6_20_Rep3.txt   1.3   1027   1102 
2085   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6158 
2091   683_Instance_15_2_3_0,4_1_10_Rep3.txt   1.39   331   361 
2091   683_Instance_15_2_3_0,4_1_10_Rep3.txt   1.39   331   361 
2091   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   6702 
2096   688_Instance_15_2_3_0,4_1_20_Rep3.txt   1.38   1320   1474 
2096   688_Instance_15_2_3_0,4_1_20_Rep3.txt   1.38   1320   1474 
2096   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5731 
2098   68_Instance_10_2_2_0,6_0,2_20_Rep3.txt   0.62   2382   1868 
2098   68_Instance_10_2_2_0,6_0,2_20_Rep3.txt   0.62   2382   1868 
2098   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.16   6503   6385 
2102   693_Instance_15_2_3_0,6_0,2_10_Rep3.txt   1.28   3413   3289 
2102   693_Instance_15_2_3_0,6_0,2_10_Rep3.txt   1.28   3413   3289 
2102   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.19   6503   6010 
2107   698_Instance_15_2_3_0,6_0,2_20_Rep3.txt   1.25   2709   2819 
2107   698_Instance_15_2_3_0,6_0,2_20_Rep3.txt   1.25   2709   2819 
2107   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5830 
2113   703_Instance_15_2_3_0,6_0,6_10_Rep3.txt   1.21   3776   3917 
2113   703_Instance_15_2_3_0,6_0,6_10_Rep3.txt   1.21   3776   3917 
2113   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.17   6503   5940 
2118   708_Instance_15_2_3_0,6_0,6_20_Rep3.txt   1.28   2528   2493 
2118   708_Instance_15_2_3_0,6_0,6_20_Rep3.txt   1.28   2528   2493 
2118   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   6059 
2124   713_Instance_15_2_3_0,6_1_10_Rep3.txt   1.22   2951   2643 
2124   713_Instance_15_2_3_0,6_1_10_Rep3.txt   1.22   2951   2643 
2124   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5930 
2129   718_Instance_15_2_3_0,6_1_20_Rep3.txt   1.18   6413   5546 
2129   718_Instance_15_2_3_0,6_1_20_Rep3.txt   1.18   6413   5546 
2129   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5816 
2133   73_Instance_10_2_2_0,6_0,6_10_Rep3.txt   0.62   1492   858 
2133   73_Instance_10_2_2_0,6_0,6_10_Rep3.txt   0.62   1492   858 
2133   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5580 
2138   78_Instance_10_2_2_0,6_0,6_20_Rep3.txt   0.61   1858   1047 
2138   78_Instance_10_2_2_0,6_0,6_20_Rep3.txt   0.61   1858   1047 
2138   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5614 
2143   83_Instance_10_2_2_0,6_1_10_Rep3.txt   0.6   2847   1718 
2143   83_Instance_10_2_2_0,6_1_10_Rep3.txt   0.6   2847   1718 
2143   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6341 
2148   88_Instance_10_2_2_0,6_1_20_Rep3.txt   0.57   2477   1457 
2148   88_Instance_10_2_2_0,6_1_20_Rep3.txt   0.57   2477   1457 
2148   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.16   6503   6326 
2153   93_Instance_10_2_3_0,2_0,2_10_Rep3.txt   0.65   683   725 
2153   93_Instance_10_2_3_0,2_0,2_10_Rep3.txt   0.65   683   725 
2153   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5756 
2158   98_Instance_10_2_3_0,2_0,2_20_Rep3.txt   0.66   169   195 
2158   98_Instance_10_2_3_0,2_0,2_20_Rep3.txt   0.66   169   195 
2158   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5924 
2164   04_Instance_10_2_2_0,2_0,2_10_Rep4.txt   0.73   474   388 
2164   04_Instance_10_2_2_0,2_0,2_10_Rep4.txt   0.73   474   388 
2164   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5634 
2169   09_Instance_10_2_2_0,2_0,2_20_Rep4.txt   0.69   565   438 
2169   09_Instance_10_2_2_0,2_0,2_20_Rep4.txt   0.69   565   438 
2169   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.26   6503   5853 
2174   104_Instance_10_2_3_0,2_0,6_10_Rep4.txt   0.61   496   455 
2174   104_Instance_10_2_3_0,2_0,6_10_Rep4.txt   0.61   496   455 
2174   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5912 
2182   1084_Instance_20_2_2_0,2_0,2_10_Rep4.txt   3.01   2138   2235 
2182   1084_Instance_20_2_2_0,2_0,2_10_Rep4.txt   3.01   2138   2235 
2182   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   6472 
2187   1089_Instance_20_2_2_0,2_0,2_20_Rep4.txt   3.0   1036   1163 
2187   1089_Instance_20_2_2_0,2_0,2_20_Rep4.txt   3.0   1036   1163 
2187   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6604 
2193   1094_Instance_20_2_2_0,2_0,6_10_Rep4.txt   3.07   642   1482 
2193   1094_Instance_20_2_2_0,2_0,6_10_Rep4.txt   3.07   642   1482 
2193   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6449 
2198   1099_Instance_20_2_2_0,2_0,6_20_Rep4.txt   2.94   877   1522 
2198   1099_Instance_20_2_2_0,2_0,6_20_Rep4.txt   2.94   877   1522 
2198   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   6437 
2199   109_Instance_10_2_3_0,2_0,6_20_Rep4.txt   0.63   369   239 
2199   109_Instance_10_2_3_0,2_0,6_20_Rep4.txt   0.63   369   239 
2199   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5812 
2205   1104_Instance_20_2_2_0,2_1_10_Rep4.txt   3.0   401   490 
2205   1104_Instance_20_2_2_0,2_1_10_Rep4.txt   3.0   401   490 
2205   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5683 
2210   1109_Instance_20_2_2_0,2_1_20_Rep4.txt   2.52   0   18 
2210   1109_Instance_20_2_2_0,2_1_20_Rep4.txt   2.52   0   18 
2210   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.19   6503   5756 
2216   1114_Instance_20_2_2_0,4_0,2_10_Rep4.txt   2.58   2760   3555 
2216   1114_Instance_20_2_2_0,4_0,2_10_Rep4.txt   2.58   2760   3555 
2216   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5327 
2221   1119_Instance_20_2_2_0,4_0,2_20_Rep4.txt   2.71   1748   1791 
2221   1119_Instance_20_2_2_0,4_0,2_20_Rep4.txt   2.71   1748   1791 
2221   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5359 
2227   1124_Instance_20_2_2_0,4_0,6_10_Rep4.txt   2.55   1424   1217 
2227   1124_Instance_20_2_2_0,4_0,6_10_Rep4.txt   2.55   1424   1217 
2227   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.17   6503   5759 
2232   1129_Instance_20_2_2_0,4_0,6_20_Rep4.txt   2.37   1511   1355 
2232   1129_Instance_20_2_2_0,4_0,6_20_Rep4.txt   2.37   1511   1355 
2232   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5570 
2238   1134_Instance_20_2_2_0,4_1_10_Rep4.txt   2.37   1850   724 
2238   1134_Instance_20_2_2_0,4_1_10_Rep4.txt   2.37   1850   724 
2238   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5886 
2243   1139_Instance_20_2_2_0,4_1_20_Rep4.txt   2.21   937   176 
2243   1139_Instance_20_2_2_0,4_1_20_Rep4.txt   2.21   937   176 
2243   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   5996 
2249   1144_Instance_20_2_2_0,6_0,2_10_Rep4.txt   2.28   6993   5927 
2249   1144_Instance_20_2_2_0,6_0,2_10_Rep4.txt   2.28   6993   5927 
2249   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5787 
2254   1149_Instance_20_2_2_0,6_0,2_20_Rep4.txt   2.37   5987   6627 
2254   1149_Instance_20_2_2_0,6_0,2_20_Rep4.txt   2.37   5987   6627 
2254   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5943 
2255   114_Instance_10_2_3_0,2_1_10_Rep4.txt   0.65   177   106 
2255   114_Instance_10_2_3_0,2_1_10_Rep4.txt   0.65   177   106 
2255   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5894 
2260   1154_Instance_20_2_2_0,6_0,6_10_Rep4.txt   2.27   3151   2805 
2260   1154_Instance_20_2_2_0,6_0,6_10_Rep4.txt   2.27   3151   2805 
2260   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6081 
2265   1159_Instance_20_2_2_0,6_0,6_20_Rep4.txt   2.17   7516   5845 
2265   1159_Instance_20_2_2_0,6_0,6_20_Rep4.txt   2.17   7516   5845 
2265   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   6029 
2271   1164_Instance_20_2_2_0,6_1_10_Rep4.txt   1.99   9982   8804 
2271   1164_Instance_20_2_2_0,6_1_10_Rep4.txt   1.99   9982   8804 
2271   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5773 
2276   1169_Instance_20_2_2_0,6_1_20_Rep4.txt   2.25   2890   2401 
2276   1169_Instance_20_2_2_0,6_1_20_Rep4.txt   2.25   2890   2401 
2276   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5740 
2282   1174_Instance_20_2_3_0,2_0,2_10_Rep4.txt   2.64   1819   1987 
2282   1174_Instance_20_2_3_0,2_0,2_10_Rep4.txt   2.64   1819   1987 
2282   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.16   6503   5732 
2287   1179_Instance_20_2_3_0,2_0,2_20_Rep4.txt   2.7   1149   1457 
2287   1179_Instance_20_2_3_0,2_0,2_20_Rep4.txt   2.7   1149   1457 
